,Test,Die,VDD (V),,Freq (GHz),Comp. level (dB),Pin_comp(dBm),Pout_comp (dBm),Linear Gain,Id (mA),,,,,,,,,,,,,,,,
693862,PDB2,AJ18,5,#,6,3,3.5,17.29,16.79,67.021,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ18,5,#,8,3,3.2,17.25,17.04,63.641,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ18,5,#,12,3,-0.09,15.47,18.56,61.701,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ19,5,#,0.5,1,0.73,16.36,16.62,64.713,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ19,5,#,2,1,-0.4,15.58,16.99,63.733,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ19,5,#,6,1,-0.24,15.44,16.69,63.63,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ19,5,#,8,1,-0.76,15.24,17,61.89,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ19,5,#,12,1,-4.79,12.69,18.48,60.323,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ19,5,#,0.5,3,4.54,18.17,16.62,67.755,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ19,5,#,2,3,3.31,17.3,16.99,67.65,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ19,5,#,6,3,3.64,17.34,16.69,67.492,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ19,5,#,8,3,3.21,17.22,17,64.057,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ19,5,#,12,3,0.1,15.59,18.48,62.214,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ20,5,#,0.5,1,0.74,16.3,16.55,64.111,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ20,5,#,2,1,-0.41,15.51,16.92,63.109,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ20,5,#,6,1,-0.27,15.38,16.66,62.944,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ20,5,#,8,1,-0.96,14.94,16.91,61.102,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ20,5,#,12,1,-4.65,12.8,18.46,59.558,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ20,5,#,0.5,3,4.54,18.1,16.55,67.221,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ20,5,#,2,3,3.28,17.21,16.92,67.057,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ20,5,#,6,3,3.51,17.17,16.66,66.82,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ20,5,#,8,3,3.32,17.23,16.91,63.673,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ20,5,#,12,3,-0.05,15.41,18.46,61.201,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ25,5,#,0.5,1,0.48,15.93,16.45,63.384,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ25,5,#,2,1,-0.57,15.32,16.9,62.575,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ25,5,#,6,1,-0.4,15.25,16.65,62.339,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ25,5,#,8,1,-1.05,14.93,16.99,60.672,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ25,5,#,12,1,-5.25,12.42,18.67,59.267,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ25,5,#,0.5,3,4.33,17.78,16.45,66.082,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ25,5,#,2,3,3.1,17,16.9,65.989,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ25,5,#,6,3,3.46,17.12,16.65,65.836,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ25,5,#,8,3,3.16,17.16,16.99,62.633,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ25,5,#,12,3,-0.67,15,18.67,60.487,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ26,5,#,0.5,1,0.42,15.86,16.43,63.352,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ26,5,#,2,1,-0.67,15.24,16.92,62.514,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ26,5,#,6,1,-0.49,15.16,16.66,62.354,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ26,5,#,8,1,-1.17,14.8,16.98,60.712,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ26,5,#,12,1,-5.36,12.31,18.68,59.368,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ26,5,#,0.5,3,4.3,17.74,16.43,66.001,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ26,5,#,2,3,3.06,16.98,16.92,65.849,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ26,5,#,6,3,3.42,17.08,16.66,65.804,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ26,5,#,8,3,3.12,17.1,16.98,62.582,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ26,5,#,12,3,-0.77,14.9,18.68,60.396,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ27,5,#,0.5,1,0.45,15.9,16.45,63.572,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ27,5,#,2,1,-0.67,15.27,16.95,62.667,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ27,5,#,6,1,-0.47,15.22,16.69,62.536,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ27,5,#,8,1,-1.16,14.87,17.03,60.843,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ27,5,#,12,1,-5.4,12.36,18.77,59.487,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ27,5,#,0.5,3,4.32,17.77,16.45,66.324,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ27,5,#,2,3,3.07,17.02,16.95,66.089,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ27,5,#,6,3,3.43,17.13,16.69,65.959,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ27,5,#,8,3,3.12,17.15,17.03,62.71,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ27,5,#,12,3,-0.8,14.96,18.77,60.612,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ28,5,#,0.5,1,0.64,16.04,16.39,63.824,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ28,5,#,2,1,-0.44,15.42,16.87,62.737,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ28,5,#,6,1,-0.34,15.3,16.64,62.496,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ28,5,#,8,1,-0.89,15.06,16.96,60.776,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ28,5,#,12,1,-5.15,12.55,18.7,59.252,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ28,5,#,0.5,3,4.48,17.87,16.39,66.992,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ28,5,#,2,3,3.24,17.12,16.87,66.585,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ28,5,#,6,3,3.56,17.21,16.64,66.369,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ28,5,#,8,3,3.29,17.25,16.96,63.029,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ28,5,#,12,3,-0.54,15.16,18.7,60.668,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ29,5,#,0.5,1,0.59,16.02,16.43,64.193,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ29,5,#,2,1,-0.49,15.43,16.93,63.214,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ29,5,#,6,1,-0.29,15.38,16.68,63.054,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ29,5,#,8,1,-0.99,15.02,17.02,61.251,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ29,5,#,12,1,-5.22,12.54,18.76,59.791,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ29,5,#,0.5,3,4.45,17.88,16.43,67.175,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ29,5,#,2,3,3.21,17.15,16.93,66.856,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ29,5,#,6,3,3.57,17.25,16.68,66.642,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ29,5,#,8,3,3.25,17.28,17.02,63.284,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ29,5,#,12,3,-0.62,15.14,18.76,61.09,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ30,5,#,0.5,1,0.59,15.98,16.39,64.106,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ30,5,#,2,1,-0.42,15.43,16.86,63.166,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ30,5,#,6,1,-0.3,15.33,16.64,62.923,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ30,5,#,8,1,-0.92,15.04,16.96,61.213,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ30,5,#,12,1,-5.1,12.58,18.69,59.704,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ30,5,#,0.5,3,4.45,17.84,16.39,67.177,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ30,5,#,2,3,3.28,17.14,16.86,66.866,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ30,5,#,6,3,3.58,17.22,16.64,66.607,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ30,5,#,8,3,3.3,17.27,16.96,63.299,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ30,5,#,12,3,-0.53,15.15,18.69,60.994,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ35,5,#,0.5,1,0.5,15.9,16.4,63.665,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ35,5,#,2,1,-0.52,15.35,16.88,62.803,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ35,5,#,6,1,-0.32,15.33,16.66,62.657,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ35,5,#,8,1,-1.03,14.97,17,60.943,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ35,5,#,12,1,-5.27,12.47,18.74,59.539,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ35,5,#,0.5,3,4.38,17.78,16.4,66.66,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ35,5,#,2,3,3.18,17.07,16.88,66.373,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ35,5,#,6,3,3.51,17.18,16.66,66.16,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ35,5,#,8,3,3.2,17.21,17,62.899,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ35,5,#,12,3,-0.64,15.1,18.74,60.797,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ36,5,#,0.5,1,0.55,15.94,16.38,63.77,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ36,5,#,2,1,-0.5,15.36,16.87,62.92,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ36,5,#,6,1,-0.34,15.31,16.65,62.737,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ36,5,#,8,1,-0.98,14.99,16.97,61.077,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ36,5,#,12,1,-5.17,12.53,18.7,59.639,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ36,5,#,0.5,3,4.4,17.78,16.38,66.679,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ36,5,#,2,3,3.19,17.07,16.87,66.493,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ36,5,#,6,3,3.52,17.17,16.65,66.25,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ36,5,#,8,3,3.23,17.21,16.97,63.048,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ36,5,#,12,3,-0.53,15.17,18.7,60.907,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ37,5,#,0.5,1,0.67,16.08,16.4,64.198,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ37,5,#,2,1,-0.43,15.46,16.9,63.202,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ37,5,#,6,1,-0.21,15.46,16.68,63.004,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ37,5,#,8,1,-0.87,15.14,17.02,61.262,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ37,5,#,12,1,-5.11,12.66,18.77,59.773,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ37,5,#,0.5,3,4.49,17.9,16.4,67.216,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ37,5,#,2,3,3.26,17.17,16.9,66.998,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ37,5,#,6,3,3.61,17.29,16.68,66.667,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ37,5,#,8,3,3.29,17.31,17.02,63.321,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ37,5,#,12,3,-0.54,15.23,18.77,61.166,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ38,5,#,0.5,1,0.63,16.02,16.38,64.096,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ38,5,#,2,1,-0.38,15.47,16.86,63.241,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ38,5,#,6,1,-0.24,15.41,16.65,62.958,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ38,5,#,8,1,-0.92,15.06,16.99,61.186,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ38,5,#,12,1,-5.15,12.57,18.73,59.769,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ38,5,#,0.5,3,4.48,17.87,16.38,67.128,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ38,5,#,2,3,3.3,17.16,16.86,67.006,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ38,5,#,6,3,3.61,17.27,16.65,66.566,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ38,5,#,8,3,3.3,17.29,16.99,63.265,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ38,5,#,12,3,-0.53,15.19,18.73,61.059,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ39,5,#,0.5,1,0.5,15.87,16.37,63.38,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ39,5,#,2,1,-0.51,15.33,16.84,62.602,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ39,5,#,6,1,-0.35,15.27,16.62,62.383,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ39,5,#,8,1,-0.91,15.02,16.94,60.741,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ39,5,#,12,1,-5.21,12.48,18.69,59.309,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ39,5,#,0.5,3,4.38,17.75,16.37,66.34,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ39,5,#,2,3,3.19,17.03,16.84,66.195,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ39,5,#,6,3,3.5,17.12,16.62,65.882,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ39,5,#,8,3,3.24,17.18,16.94,62.759,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ39,5,#,12,3,-0.57,15.11,18.69,60.65,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ40,5,#,0.5,1,0.68,16.09,16.4,64.329,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ40,5,#,2,1,-0.32,15.51,16.84,63.426,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ40,5,#,6,1,-0.16,15.48,16.64,63.177,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ40,5,#,8,1,-0.78,15.18,16.96,61.439,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ40,5,#,12,1,-4.98,12.72,18.7,59.943,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ40,5,#,0.5,3,4.5,17.91,16.4,67.42,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ40,5,#,2,3,3.33,17.17,16.84,67.184,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ40,5,#,6,3,3.65,17.29,16.64,66.797,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ40,5,#,8,3,3.35,17.32,16.96,63.563,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ40,5,#,12,3,-0.36,15.33,18.7,61.379,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ45,5,#,0.5,1,0.68,16.1,16.41,64.214,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ45,5,#,2,1,-0.33,15.53,16.87,63.296,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ45,5,#,6,1,-0.16,15.49,16.66,63.019,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ45,5,#,8,1,-0.78,15.21,17,61.27,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ45,5,#,12,1,-4.98,12.77,18.75,59.754,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ45,5,#,0.5,3,4.5,17.92,16.41,67.278,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ45,5,#,2,3,3.31,17.19,16.87,67.129,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ45,5,#,6,3,3.63,17.29,16.66,66.663,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ45,5,#,8,3,3.34,17.34,17,63.413,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ45,5,#,12,3,-0.38,15.37,18.75,61.295,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ46,5,#,0.5,1,0.48,15.88,16.39,63.636,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ46,5,#,2,1,-0.53,15.29,16.83,62.85,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ46,5,#,6,1,-0.32,15.28,16.6,62.642,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ46,5,#,8,1,-0.96,14.97,16.93,60.998,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ46,5,#,12,1,-5.17,12.5,18.68,59.588,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ46,5,#,0.5,3,4.31,17.71,16.39,66.231,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ46,5,#,2,3,3.16,16.99,16.83,66.236,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ46,5,#,6,3,3.49,17.1,16.6,65.969,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ46,5,#,8,3,3.21,17.14,16.93,62.849,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ46,5,#,12,3,-0.54,15.13,18.68,60.795,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ47,5,#,0.5,1,0.59,16,16.41,63.885,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ47,5,#,2,1,-0.43,15.42,16.86,63.017,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ47,5,#,6,1,-0.23,15.4,16.63,62.788,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ47,5,#,8,1,-0.82,15.15,16.98,61.112,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ47,5,#,12,1,-5.03,12.71,18.74,59.614,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ47,5,#,0.5,3,4.4,17.81,16.41,66.765,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ47,5,#,2,3,3.22,17.08,16.86,66.657,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ47,5,#,6,3,3.57,17.2,16.63,66.324,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ47,5,#,8,3,3.26,17.24,16.98,63.146,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ47,5,#,12,3,-0.43,15.3,18.74,61.005,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ48,5,#,0.5,1,0.55,15.94,16.39,63.524,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ48,5,#,2,1,-0.42,15.41,16.83,62.768,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ48,5,#,6,1,-0.27,15.35,16.63,62.472,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ48,5,#,8,1,-0.91,15.05,16.97,60.783,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ48,5,#,12,1,-5.17,12.58,18.75,59.327,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ48,5,#,0.5,3,4.38,17.77,16.39,66.425,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ48,5,#,2,3,3.21,17.05,16.83,66.379,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ48,5,#,6,3,3.51,17.15,16.63,65.95,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ48,5,#,8,3,3.22,17.2,16.97,62.856,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ48,5,#,12,3,-0.55,15.19,18.75,60.691,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ49,5,#,0.5,1,0.62,16.06,16.43,64.14,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ49,5,#,2,1,-0.36,15.52,16.88,63.335,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ49,5,#,6,1,-0.21,15.47,16.68,63.055,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ49,5,#,8,1,-0.83,15.2,17.03,61.32,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ49,5,#,12,1,-5.09,12.75,18.84,59.845,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ49,5,#,0.5,3,4.45,17.89,16.43,67.105,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ49,5,#,2,3,3.27,17.15,16.88,67.008,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ49,5,#,6,3,3.57,17.26,16.68,66.527,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ49,5,#,8,3,3.26,17.3,17.03,63.324,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ49,5,#,12,3,-0.5,15.33,18.84,61.312,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
