,Test,Die,VDD (V),,Freq (GHz),Comp. level (dB),Pin_comp(dBm),Pout_comp (dBm),Linear Gain,Id (mA),,,,,,,,,,,,,,,,
693862,PDB2,AP30,5,#,0.5,3,4.27,17.75,16.47,66.363,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP30,5,#,2,3,3.08,17.04,16.96,66.1,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP30,5,#,6,3,3.4,17.12,16.72,65.973,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP30,5,#,8,3,3.12,17.15,17.03,62.74,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP30,5,#,12,3,-0.69,15.03,18.72,60.499,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP35,5,#,0.5,1,0.33,15.88,16.54,63.67,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP35,5,#,2,1,-0.66,15.36,17.02,62.894,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP35,5,#,6,1,-0.51,15.29,16.81,62.661,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP35,5,#,8,1,-1.16,14.97,17.14,61.115,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP35,5,#,12,1,-5.48,12.41,18.9,59.821,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP35,5,#,0.5,3,4.19,17.73,16.54,66.231,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP35,5,#,2,3,3.01,17.03,17.02,66.11,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP35,5,#,6,3,3.32,17.13,16.81,65.859,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP35,5,#,8,3,3.02,17.16,17.14,62.726,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP35,5,#,12,3,-0.91,14.99,18.9,60.976,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP36,5,#,0.5,1,-0.22,15.3,16.52,62.016,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP36,5,#,2,1,-1.27,14.72,17,61.604,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP36,5,#,6,1,-1.18,14.57,16.76,61.476,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP36,5,#,8,1,-2,14.09,17.1,60.217,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP36,5,#,12,1,-6.1,11.61,18.72,59.272,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP36,5,#,0.5,3,3.68,17.21,16.52,63.522,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP36,5,#,2,3,2.54,16.54,17,63.809,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP36,5,#,6,3,2.97,16.74,16.76,64.164,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP36,5,#,8,3,2.56,16.67,17.1,61.184,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP36,5,#,12,3,-1.43,14.28,18.72,59.944,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP37,5,#,0.5,1,0.41,15.91,16.5,63.572,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP37,5,#,2,1,-0.62,15.35,16.98,62.744,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP37,5,#,6,1,-0.39,15.35,16.75,62.573,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP37,5,#,8,1,-1.05,15.04,17.09,60.956,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP37,5,#,12,1,-5.36,12.49,18.86,59.56,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP37,5,#,0.5,3,4.24,17.74,16.5,66.235,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP37,5,#,2,3,3.04,17.02,16.98,66.114,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP37,5,#,6,3,3.39,17.14,16.75,65.808,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP37,5,#,8,3,3.08,17.17,17.09,62.695,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP37,5,#,12,3,-0.79,15.06,18.86,60.824,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP38,5,#,0.5,1,0.35,15.83,16.47,63.321,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP38,5,#,2,1,-0.63,15.3,16.94,62.594,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP38,5,#,6,1,-0.48,15.24,16.72,62.36,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP38,5,#,8,1,-1.16,14.88,17.05,60.779,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP38,5,#,12,1,-5.38,12.38,18.77,59.434,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP38,5,#,0.5,3,4.2,17.67,16.47,65.868,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP38,5,#,2,3,3.02,16.96,16.94,65.795,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP38,5,#,6,3,3.35,17.08,16.72,65.54,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP38,5,#,8,3,3.04,17.1,17.05,62.418,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP38,5,#,12,3,-0.81,14.95,18.77,60.551,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP39,5,#,0.5,1,0.44,15.9,16.45,63.25,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP39,5,#,2,1,-0.6,15.31,16.92,62.384,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP39,5,#,6,1,-0.41,15.27,16.69,62.184,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP39,5,#,8,1,-1.01,15.01,17.02,60.612,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP39,5,#,12,1,-5.31,12.48,18.79,59.212,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP39,5,#,0.5,3,4.28,17.74,16.45,66.087,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP39,5,#,2,3,3.08,17,16.92,65.905,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP39,5,#,6,3,3.42,17.11,16.69,65.646,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP39,5,#,8,3,3.11,17.14,17.02,62.522,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP39,5,#,12,3,-0.72,15.06,18.79,60.551,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP40,5,#,0.5,1,0.44,15.91,16.47,63.53,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP40,5,#,2,1,-0.52,15.38,16.91,62.818,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP40,5,#,6,1,-0.38,15.32,16.7,62.537,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP40,5,#,8,1,-1.05,14.98,17.04,60.897,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP40,5,#,12,1,-5.32,12.45,18.77,59.541,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP40,5,#,0.5,3,4.3,17.77,16.47,66.322,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP40,5,#,2,3,3.14,17.05,16.91,66.283,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP40,5,#,6,3,3.46,17.17,16.7,65.926,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP40,5,#,8,3,3.15,17.19,17.04,62.727,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP40,5,#,12,3,-0.71,15.05,18.77,60.715,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP45,5,#,0.5,1,0.45,15.9,16.45,63.388,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP45,5,#,2,1,-0.51,15.37,16.88,62.676,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP45,5,#,6,1,-0.37,15.31,16.69,62.41,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP45,5,#,8,1,-0.97,15.05,17.03,60.779,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP45,5,#,12,1,-5.23,12.57,18.81,59.353,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP45,5,#,0.5,3,4.3,17.75,16.45,66.181,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP45,5,#,2,3,3.14,17.03,16.88,66.137,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP45,5,#,6,3,3.44,17.14,16.69,65.8,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP45,5,#,8,3,3.16,17.19,17.03,62.707,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP45,5,#,12,3,-0.62,15.19,18.81,60.646,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP46,5,#,0.5,1,0.51,15.94,16.43,63.769,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP46,5,#,2,1,-0.44,15.41,16.85,63.047,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP46,5,#,6,1,-0.3,15.36,16.67,62.806,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP46,5,#,8,1,-0.89,15.1,17,61.167,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP46,5,#,12,1,-5.13,12.62,18.76,59.73,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP46,5,#,0.5,3,4.33,17.76,16.43,66.509,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP46,5,#,2,3,3.18,17.04,16.85,66.424,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP46,5,#,6,3,3.48,17.15,16.67,66.139,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP46,5,#,8,3,3.2,17.2,17,63.078,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP46,5,#,12,3,-0.53,15.22,18.76,60.917,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP47,5,#,0.5,1,0.51,15.92,16.41,63.375,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP47,5,#,2,1,-0.46,15.36,16.83,62.566,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP47,5,#,6,1,-0.31,15.35,16.67,62.335,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP47,5,#,8,1,-0.95,15.05,17.01,60.683,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP47,5,#,12,1,-5.07,12.69,18.77,59.248,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP47,5,#,0.5,3,4.36,17.77,16.41,66.296,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP47,5,#,2,3,3.16,16.99,16.83,66.071,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP47,5,#,6,3,3.48,17.15,16.67,65.804,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP47,5,#,8,3,3.17,17.19,17.01,62.692,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP47,5,#,12,3,-0.53,15.24,18.77,60.636,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP48,5,#,0.5,1,0.43,15.86,16.42,63.341,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP48,5,#,2,1,-0.5,15.32,16.83,62.671,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP48,5,#,6,1,-0.46,15.18,16.64,62.405,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP48,5,#,8,1,-0.91,14.99,16.91,60.948,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP48,5,#,12,1,-5.14,12.48,18.63,59.546,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP48,5,#,0.5,3,4.28,17.71,16.42,66.076,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP48,5,#,2,3,3.14,16.97,16.83,65.996,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP48,5,#,6,3,3.35,17,16.64,65.71,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP48,5,#,8,3,3.15,17.06,16.91,62.92,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP48,5,#,12,3,-0.48,15.14,18.63,60.663,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP49,5,#,0.5,1,0.51,15.96,16.44,64.004,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP49,5,#,2,1,-0.54,15.34,16.89,63.158,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP49,5,#,6,1,-0.15,15.49,16.65,63.188,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP49,5,#,8,1,-0.86,15.09,16.95,61.521,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP49,5,#,12,1,-4.71,12.85,18.56,60.059,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP49,5,#,0.5,3,4.35,17.8,16.44,66.784,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP49,5,#,2,3,3.16,17.05,16.89,66.655,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP49,5,#,6,3,3.55,17.21,16.65,66.432,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP49,5,#,8,3,3.23,17.19,16.95,63.516,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP49,5,#,12,3,-0.13,15.43,18.56,61.414,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP50,5,#,0.5,1,0.54,15.96,16.42,63.702,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP50,5,#,2,1,-0.53,15.35,16.88,62.849,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP50,5,#,6,1,-0.36,15.33,16.7,62.602,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP50,5,#,8,1,-1.04,14.99,17.03,60.889,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP50,5,#,12,1,-5.19,12.57,18.77,59.46,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP50,5,#,0.5,3,4.37,17.79,16.42,66.578,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP50,5,#,2,3,3.17,17.05,16.88,66.483,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP50,5,#,6,3,3.48,17.18,16.7,66.058,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP50,5,#,8,3,3.16,17.2,17.03,62.901,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP50,5,#,12,3,-0.56,15.2,18.77,60.716,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP55,5,#,0.5,1,0.71,16.15,16.43,64.446,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP55,5,#,2,1,-0.31,15.53,16.85,63.444,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP55,5,#,6,1,-0.21,15.36,16.57,63.253,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP55,5,#,8,1,-0.82,15.12,16.95,61.573,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP55,5,#,12,1,-4.72,12.83,18.56,59.996,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP55,5,#,0.5,3,4.52,17.95,16.43,67.642,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP55,5,#,2,3,3.31,17.16,16.85,67.249,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP55,5,#,6,3,3.53,17.11,16.57,66.824,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP55,5,#,8,3,3.29,17.25,16.95,63.955,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP55,5,#,12,3,0.07,15.63,18.56,61.745,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP56,5,#,0.5,1,0.89,16.28,16.38,64.989,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP56,5,#,2,1,-0.23,15.63,16.87,63.882,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP56,5,#,6,1,-0.06,15.61,16.67,63.667,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP56,5,#,8,1,-0.52,15.44,16.97,61.936,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP56,5,#,12,1,-4.89,12.94,18.84,60.117,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP56,5,#,0.5,3,4.67,18.06,16.38,68.261,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP56,5,#,2,3,3.45,17.32,16.87,68.096,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP56,5,#,6,3,3.69,17.36,16.67,67.362,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP56,5,#,8,3,3.48,17.46,16.97,64.183,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP56,5,#,12,3,-0.32,15.51,18.84,61.772,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP57,5,#,0.5,1,1.01,16.46,16.45,65.424,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP57,5,#,2,1,-0.07,15.84,16.92,64.209,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP57,5,#,6,1,0.03,15.78,16.75,63.944,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP57,5,#,8,1,-0.57,15.58,17.15,61.99,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP57,5,#,12,1,-4.81,13.14,18.95,60.158,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP57,5,#,0.5,3,4.78,18.23,16.45,69.218,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP57,5,#,2,3,3.58,17.5,16.92,68.963,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP57,5,#,6,3,3.77,17.52,16.75,67.985,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP57,5,#,8,3,3.44,17.6,17.15,64.474,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP57,5,#,12,3,-0.34,15.61,18.95,61.971,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP58,5,#,0.5,1,0.75,16.17,16.42,64.62,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP58,5,#,2,1,-0.31,15.58,16.9,63.665,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP58,5,#,6,1,-0.22,15.5,16.72,63.356,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP58,5,#,8,1,-0.89,15.24,17.14,61.501,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP58,5,#,12,1,-5.21,12.7,18.92,59.791,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP58,5,#,0.5,3,4.59,18.01,16.42,68.018,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP58,5,#,2,3,3.4,17.3,16.9,67.852,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP58,5,#,6,3,3.61,17.33,16.72,67.141,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP58,5,#,8,3,3.27,17.41,17.14,63.643,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP58,5,#,12,3,-0.64,15.27,18.92,61.26,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AV25,5,#,0.5,1,1.11,16.61,16.5,66.256,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AV25,5,#,2,1,-0.08,15.92,17,64.591,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AV25,5,#,6,1,0.07,15.86,16.79,64.252,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AV25,5,#,8,1,-0.51,15.6,17.11,62.237,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AV25,5,#,12,1,-4.72,13.11,18.84,60.268,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AV25,5,#,0.5,3,4.97,18.47,16.5,70.777,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AV25,5,#,2,3,3.72,17.72,17,69.849,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AV25,5,#,6,3,3.94,17.73,16.79,68.873,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AV25,5,#,8,3,3.63,17.75,17.11,65.094,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AV25,5,#,12,3,-0.21,15.62,18.84,62.085,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AV26,5,#,0.5,1,1.04,16.54,16.49,65.926,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AV26,5,#,2,1,-0.13,15.84,16.98,64.276,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AV26,5,#,6,1,0.01,15.78,16.77,63.986,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AV26,5,#,8,1,-0.53,15.55,17.08,62.025,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AV26,5,#,12,1,-4.8,13.02,18.83,60.056,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AV26,5,#,0.5,3,4.93,18.43,16.49,70.36,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AV26,5,#,2,3,3.68,17.66,16.98,69.545,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AV26,5,#,6,3,3.92,17.7,16.77,68.607,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AV26,5,#,8,3,3.62,17.71,17.08,64.884,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AV26,5,#,12,3,-0.26,15.56,18.83,61.82,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AV27,5,#,0.5,1,0.92,16.38,16.46,64.75,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AV27,5,#,2,1,-0.19,15.77,16.97,63.474,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AV27,5,#,6,1,0.01,15.8,16.78,63.457,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AV27,5,#,8,1,-0.51,15.59,17.11,61.777,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AV27,5,#,12,1,-4.74,13.14,18.89,60.023,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AV27,5,#,0.5,3,4.77,18.23,16.46,68.835,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AV27,5,#,2,3,3.55,17.52,16.97,68.338,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AV27,5,#,6,3,3.81,17.59,16.78,67.766,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AV27,5,#,8,3,3.55,17.66,17.11,64.291,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AV27,5,#,12,3,-0.31,15.58,18.89,61.666,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AV28,5,#,0.5,1,1.19,16.7,16.51,66.586,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
