,Freq,Compression Level,Pin_comp,Pout_comp,Linear Gain,Id
684,12.0,1,-4.73,12.71,18.44,59.658
694,12.0,1,-5.18,12.51,18.7,59.696999999999996
704,12.0,1,-5.33,12.4,18.74,60.042
714,12.0,1,-5.53,12.35,18.88,59.604
724,12.0,1,-5.51,12.3,18.82,59.842
734,12.0,1,-5.54,12.35,18.89,59.473
744,12.0,1,-5.23,12.54,18.77,59.926
754,12.0,1,-5.44,12.46,18.9,59.568000000000005
764,12.0,1,-5.29,12.43,18.72,59.183
774,12.0,1,-5.48,12.41,18.9,59.821000000000005
784,12.0,1,-6.1,11.61,18.72,59.272
794,12.0,1,-5.36,12.49,18.86,59.56
804,12.0,1,-5.38,12.38,18.77,59.434
814,12.0,1,-5.31,12.48,18.79,59.211999999999996
824,12.0,1,-5.32,12.45,18.77,59.541000000000004
834,12.0,1,-5.23,12.57,18.81,59.353
844,12.0,1,-5.13,12.62,18.76,59.73
854,12.0,1,-5.07,12.69,18.77,59.248000000000005
864,12.0,1,-5.14,12.48,18.63,59.54600000000001
874,12.0,1,-4.71,12.85,18.56,60.059
884,12.0,1,-5.19,12.57,18.77,59.46
894,12.0,1,-4.72,12.83,18.56,59.996
904,12.0,1,-4.89,12.94,18.84,60.117
914,12.0,1,-4.81,13.14,18.95,60.158
924,12.0,1,-5.21,12.7,18.92,59.791000000000004
934,12.0,1,-4.72,13.11,18.84,60.268
944,12.0,1,-4.8,13.02,18.83,60.056000000000004
954,12.0,1,-4.74,13.14,18.89,60.023
964,12.0,1,-4.63,13.21,18.84,60.479
974,12.0,1,-4.63,13.27,18.91,60.188
984,12.0,1,-4.42,13.35,18.78,59.84
994,12.0,1,-4.69,13.1,18.8,59.673
1004,12.0,1,-4.6,13.07,18.68,59.731
1014,12.0,1,-4.69,12.96,18.65,59.766999999999996
1024,12.0,1,-4.63,12.93,18.56,60.323
1034,12.0,1,-4.89,12.85,18.74,59.765
1044,12.0,1,-4.34,13.25,18.6,60.256
1054,12.0,1,-4.42,13.17,18.59,60.797
1064,12.0,1,-4.45,13.2,18.66,60.736000000000004
1074,12.0,1,-4.56,13.03,18.6,59.893
1084,12.0,1,-3.32,13.72,18.05,61.358000000000004
1094,12.0,1,-3.98,13.36,18.35,60.434
1104,12.0,1,-3.75,13.51,18.27,60.803999999999995
1114,12.0,1,-3.86,13.46,18.33,60.482
1124,12.0,1,-3.89,13.44,18.33,61.254
1134,12.0,1,-4.42,13.17,18.6,60.335
1144,12.0,1,-4.47,12.86,18.34,60.25
1154,12.0,1,-4.74,12.92,18.66,59.783
1164,12.0,1,-4.78,12.91,18.69,60.078
1174,12.0,1,-4.86,12.84,18.7,59.455
1184,12.0,1,-4.75,12.95,18.71,59.578
1194,12.0,1,-4.76,12.94,18.7,60.315
1204,12.0,1,-4.72,12.99,18.72,59.798
1214,12.0,1,-4.73,12.96,18.7,59.902
1224,12.0,1,-4.58,13.11,18.7,59.793
1234,12.0,1,-4.69,13.06,18.75,60.157
1244,12.0,1,-4.65,13.03,18.69,60.083
1254,12.0,1,-4.62,12.93,18.55,59.88399999999999
1264,12.0,1,-4.82,12.87,18.7,59.683
1274,12.0,1,-4.7,12.99,18.7,59.371
1284,12.0,1,-4.21,13.21,18.42,60.161
1294,12.0,1,-4.84,12.9,18.75,59.769
1304,12.0,1,-4.89,12.91,18.81,59.941
1314,12.0,1,-4.8,12.88,18.68,60.155
1324,12.0,1,-3.55,13.73,18.29,61.168
1334,12.0,1,-4.31,13.23,18.55,60.375
1344,12.0,1,-3.81,13.55,18.37,61.23
1354,12.0,1,-3.9,13.49,18.4,60.32899999999999
1364,12.0,1,-4.72,12.91,18.64,60.198
1374,12.0,1,-4.22,13.14,18.37,59.775
1384,12.0,1,-4.47,13.12,18.6,60.72
1394,12.0,1,-4.81,12.91,18.73,59.629
1404,12.0,1,-4.82,12.87,18.69,59.906000000000006
1414,12.0,1,-5.01,12.7,18.71,60.207
1424,12.0,1,-4.65,12.96,18.61,59.809
1434,12.0,1,-4.6,13.03,18.64,60.056999999999995
1444,12.0,1,-4.7,12.98,18.68,60.211999999999996
1454,12.0,1,-4.56,13.14,18.71,60.391999999999996
1464,12.0,1,-4.53,13.18,18.71,60.107
1474,12.0,1,-4.49,13.18,18.68,59.856
1484,12.0,1,-4.57,13.12,18.7,60.531000000000006
1494,12.0,1,-4.51,13.15,18.66,59.956
1504,12.0,1,-4.49,13.14,18.64,60.285
1514,12.0,1,-4.71,12.95,18.67,60.379
1524,12.0,1,-4.89,12.77,18.66,59.178999999999995
1534,12.0,1,-4.76,12.93,18.7,60.206
1544,12.0,1,-4.6,13.13,18.74,60.263000000000005
1554,12.0,1,-4.55,13.19,18.75,60.551
1564,12.0,1,-4.59,13.14,18.73,60.486999999999995
1574,12.0,1,-4.44,13.19,18.64,60.076
1584,12.0,1,-4.7,13.16,18.86,59.934
1594,12.0,1,-4.81,13.14,18.95,60.397
1604,12.0,1,-4.6,13.27,18.87,60.355
1614,12.0,1,-4.55,13.34,18.89,60.93
1624,12.0,1,-4.61,13.3,18.91,60.173
1634,12.0,1,-4.39,13.17,18.57,60.354
1644,12.0,1,-4.41,13.22,18.64,60.013000000000005
1654,12.0,1,-4.94,12.77,18.72,60.385
1664,12.0,1,-4.69,12.92,18.62,60.58
1674,12.0,1,-4.07,13.38,18.46,60.003
1684,12.0,1,-4.85,12.83,18.69,60.092
1694,12.0,1,-4.18,13.22,18.41,59.869
1704,12.0,1,-4.62,13.07,18.69,60.21
1714,12.0,1,-4.45,13.2,18.66,60.395
1724,12.0,1,-4.74,12.97,18.72,60.242
1734,12.0,1,-4.73,12.97,18.71,59.703
1744,12.0,1,-4.76,12.87,18.63,60.272
1754,12.0,1,-4.99,12.88,18.88,59.99100000000001
1764,12.0,1,-5.02,12.75,18.78,59.403
1774,12.0,1,-4.94,12.76,18.7,60.121
1784,12.0,1,-4.91,12.83,18.75,60.016999999999996
1794,12.0,1,-4.87,12.87,18.75,59.604
1804,12.0,1,-4.6,13.08,18.69,60.065
1814,12.0,1,-4.7,13.05,18.76,59.756
1824,12.0,1,-4.67,13.08,18.76,60.04
1834,12.0,1,-4.61,13.06,18.68,59.898
1844,12.0,1,-4.63,13.09,18.72,60.058
1854,12.0,1,-3.64,13.45,18.1,60.173
1864,12.0,1,-4.54,13.09,18.64,60.443000000000005
1874,12.0,1,-4.72,13.06,18.78,60.418
1884,12.0,1,-4.72,12.95,18.67,59.76
1894,12.0,1,-4.06,13.49,18.56,60.012
1904,12.0,1,-4.49,13.37,18.86,60.73
1914,12.0,1,-4.65,13.33,18.99,60.791000000000004
1924,12.0,1,-4.43,13.48,18.91,60.453
1934,12.0,1,-4.52,13.5,19.02,60.681999999999995
1944,12.0,1,-4.51,13.38,18.9,60.144
1954,12.0,1,-4.34,13.36,18.7,60.405
1964,12.0,1,-4.59,13.1,18.7,60.369
1974,12.0,1,-4.49,13.25,18.74,60.373000000000005
