,Freq,Compression Level,Pin_comp,Pout_comp,Linear Gain,Id
715,0.5,3,4.18,17.73,16.55,66.094
725,0.5,3,4.2,17.74,16.53,66.33
735,0.5,3,4.16,17.7,16.54,66.05199999999999
745,0.5,3,4.34,17.86,16.52,67.122
755,0.5,3,4.24,17.77,16.53,66.461
765,0.5,3,4.27,17.75,16.47,66.363
775,0.5,3,4.19,17.73,16.54,66.23100000000001
785,0.5,3,3.68,17.21,16.52,63.522
795,0.5,3,4.24,17.74,16.5,66.235
805,0.5,3,4.2,17.67,16.47,65.868
815,0.5,3,4.28,17.74,16.45,66.087
825,0.5,3,4.3,17.77,16.47,66.322
835,0.5,3,4.3,17.75,16.45,66.181
845,0.5,3,4.33,17.76,16.43,66.509
855,0.5,3,4.36,17.77,16.41,66.296
865,0.5,3,4.28,17.71,16.42,66.07600000000001
875,0.5,3,4.35,17.8,16.44,66.78399999999999
885,0.5,3,4.37,17.79,16.42,66.578
895,0.5,3,4.52,17.95,16.43,67.642
905,0.5,3,4.67,18.06,16.38,68.26100000000001
915,0.5,3,4.78,18.23,16.45,69.218
925,0.5,3,4.59,18.01,16.42,68.018
935,0.5,3,4.97,18.47,16.5,70.777
945,0.5,3,4.93,18.43,16.49,70.36
955,0.5,3,4.77,18.23,16.46,68.835
965,0.5,3,5.04,18.56,16.51,71.194
975,0.5,3,5.07,18.61,16.53,71.33800000000001
985,0.5,3,5.14,18.64,16.49,71.51100000000001
995,0.5,3,4.86,18.3,16.43,69.491
1005,0.5,3,4.96,18.29,16.33,69.61
1015,0.5,3,4.95,18.25,16.29,69.405
1025,0.5,3,4.89,18.2,16.31,69.39
1035,0.5,3,4.91,18.19,16.28,69.179
1045,0.5,3,5.31,18.63,16.31,71.85600000000001
1055,0.5,3,5.21,18.54,16.33,71.55
1065,0.5,3,5.17,18.53,16.36,71.43
1075,0.5,3,5.1,18.43,16.33,70.535
1085,0.5,3,5.58,18.89,16.31,72.617
1095,0.5,3,5.41,18.79,16.38,71.525
1105,0.5,3,5.28,18.7,16.42,71.118
1115,0.5,3,5.3,18.68,16.38,70.93
1125,0.5,3,5.11,18.58,16.47,70.586
1135,0.5,3,5.22,18.64,16.42,70.786
1145,0.5,3,4.9,18.34,16.44,69.822
1155,0.5,3,4.83,18.24,16.4,69.241
1165,0.5,3,4.83,18.26,16.42,69.568
1175,0.5,3,4.84,18.24,16.4,69.142
1185,0.5,3,4.8,18.23,16.43,69.182
1195,0.5,3,4.85,18.27,16.41,69.62
1205,0.5,3,4.84,18.26,16.42,69.442
1215,0.5,3,4.87,18.27,16.39,69.521
1225,0.5,3,4.95,18.31,16.36,69.793
1235,0.5,3,5.01,18.31,16.3,69.545
1245,0.5,3,4.96,18.31,16.34,69.464
1255,0.5,3,4.91,18.2,16.29,69.242
1265,0.5,3,4.65,18.0,16.35,67.844
1275,0.5,3,4.8,18.14,16.34,68.497
1285,0.5,3,4.72,18.1,16.38,68.59
1295,0.5,3,4.75,18.1,16.34,68.41
1305,0.5,3,4.68,18.09,16.41,68.363
1315,0.5,3,4.73,18.11,16.38,68.592
1325,0.5,3,5.43,18.88,16.45,72.17
1335,0.5,3,5.11,18.69,16.57,70.652
1345,0.5,3,5.13,18.68,16.55,70.832
1355,0.5,3,5.04,18.63,16.59,70.12899999999999
1365,0.5,3,4.93,18.48,16.54,69.406
1375,0.5,3,4.88,18.43,16.55,68.918
1385,0.5,3,5.05,18.62,16.56,70.414
1395,0.5,3,4.85,18.36,16.51,69.23
1405,0.5,3,4.79,18.25,16.46,69.072
1415,0.5,3,4.67,18.13,16.46,68.575
1425,0.5,3,4.87,18.22,16.35,69.116
1435,0.5,3,4.92,18.32,16.4,69.895
1445,0.5,3,4.89,18.27,16.37,69.691
1455,0.5,3,4.97,18.35,16.38,70.142
1465,0.5,3,4.99,18.34,16.35,70.053
1475,0.5,3,5.0,18.33,16.32,69.955
1485,0.5,3,4.93,18.27,16.33,69.748
1495,0.5,3,4.93,18.27,16.33,69.586
1505,0.5,3,4.97,18.28,16.31,69.773
1515,0.5,3,4.73,18.07,16.34,68.562
1525,0.5,3,4.66,17.97,16.31,67.579
1535,0.5,3,4.81,18.14,16.33,68.985
1545,0.5,3,4.85,18.21,16.35,69.206
1555,0.5,3,4.91,18.26,16.35,69.681
1565,0.5,3,4.83,18.19,16.35,69.277
1575,0.5,3,4.88,18.3,16.41,69.727
1585,0.5,3,4.84,18.27,16.43,69.389
1595,0.5,3,4.79,18.26,16.46,69.492
1605,0.5,3,4.9,18.35,16.45,69.919
1615,0.5,3,4.98,18.46,16.48,70.665
1625,0.5,3,4.97,18.45,16.48,70.435
1635,0.5,3,5.4,18.77,16.37,71.626
1645,0.5,3,5.24,18.8,16.55,71.262
1655,0.5,3,4.7,18.37,16.67,68.81
1665,0.5,3,4.93,18.57,16.63,70.083
1675,0.5,3,4.87,18.51,16.63,69.37100000000001
1685,0.5,3,4.85,18.47,16.61,69.289
1695,0.5,3,4.9,18.51,16.6,69.381
1705,0.5,3,4.91,18.48,16.56,69.443
1715,0.5,3,4.88,18.43,16.55,69.705
1725,0.5,3,4.85,18.33,16.48,69.26
1735,0.5,3,4.86,18.32,16.46,69.09899999999999
1745,0.5,3,4.79,18.19,16.39,68.669
1755,0.5,3,4.74,18.12,16.37,68.07600000000001
1765,0.5,3,4.69,18.02,16.33,67.55
1775,0.5,3,4.62,17.97,16.34,68.178
1785,0.5,3,4.63,17.96,16.33,67.997
1795,0.5,3,4.66,18.0,16.34,67.998
1805,0.5,3,4.84,18.14,16.29,69.03
1815,0.5,3,4.93,18.2,16.27,68.751
1825,0.5,3,4.97,18.22,16.24,68.964
1835,0.5,3,4.78,18.13,16.34,68.557
1845,0.5,3,4.77,18.13,16.35,68.678
1855,0.5,3,4.71,18.04,16.33,68.27199999999999
1865,0.5,3,4.8,18.14,16.34,68.82
1875,0.5,3,4.73,18.14,16.4,68.743
1885,0.5,3,4.61,17.96,16.35,67.78699999999999
1895,0.5,3,5.0,18.42,16.42,70.35
1905,0.5,3,4.99,18.45,16.46,70.652
1915,0.5,3,4.91,18.41,16.49,70.395
1925,0.5,3,4.95,18.43,16.47,70.315
1935,0.5,3,4.94,18.46,16.52,70.608
1945,0.5,3,5.02,18.52,16.49,70.905
1955,0.5,3,5.4,18.9,16.49,72.16
1965,0.5,3,5.35,18.85,16.5,71.90100000000001
1975,0.5,3,5.21,18.79,16.57,71.446
