,Test,Die,VDD (V),,,,Id (mA),,Freq (GHz),Pin (dBm),,Pin (dBm),,Pout (dBm),Gain (dB),,,,,,,,,,,
693862,POW1,X37,5,#,#,#,58.17,#,8,-9,#,-8.975,#,7.954,16.954,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,58.6,#,12,-9,#,-8.952312,#,9.753,18.753,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,58.72,#,0.5,-8,#,-7.97575,#,8.382,16.382,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,58.29,#,2,-8,#,-8.006687,#,8.824,16.824,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,58.35,#,6,-8,#,-8.038563,#,8.64,16.64,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,58.48,#,8,-8,#,-7.973,#,8.952,16.952,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,58.91,#,12,-8,#,-7.961312,#,10.686,18.686,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,59.02,#,0.5,-7,#,-6.98075,#,9.35,16.35,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,58.68,#,2,-7,#,-7.012687,#,9.811,16.811,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,58.67,#,6,-7,#,-7.042563,#,9.612,16.612,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,58.74,#,8,-7,#,-6.987,#,9.923,16.923,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,59.16,#,12,-7,#,-6.963312,#,11.525,18.525,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,59.38,#,0.5,-6,#,-5.96075,#,10.335,16.335,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,59.1,#,2,-6,#,-6.014687,#,10.768,16.768,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,59.07,#,6,-6,#,-6.048563,#,10.585,16.585,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,59.04,#,8,-6,#,-5.988,#,10.901,16.901,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,59.42,#,12,-6,#,-5.988312,#,12.205,18.205,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,59.86,#,0.5,-5,#,-4.96075,#,11.303,16.303,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,59.58,#,2,-5,#,-5.005687,#,11.721,16.721,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,59.52,#,6,-5,#,-5.049563,#,11.531,16.531,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,59.4,#,8,-5,#,-5.005,#,11.829,16.829,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,59.58,#,12,-5,#,-4.976312,#,12.807,17.807,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,60.39,#,0.5,-4,#,-3.97675,#,12.238,16.238,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,60.18,#,2,-4,#,-4.014687,#,12.642,16.642,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,60.08,#,6,-4,#,-4.008563,#,12.48,16.48,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,59.75,#,8,-4,#,-4,#,12.713,16.713,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,59.78,#,12,-4,#,-3.976312,#,13.359,17.359,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,61.03,#,0.5,-3,#,-2.98375,#,13.126,16.126,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,60.83,#,2,-3,#,-3.014687,#,13.511,16.511,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,60.62,#,6,-3,#,-3.025563,#,13.302,16.302,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,60.13,#,8,-3,#,-2.977,#,13.525,16.525,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,60.05,#,12,-3,#,-2.956312,#,13.909,16.909,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,61.76,#,0.5,-2,#,-1.99175,#,13.981,15.981,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,61.64,#,2,-2,#,-2.013687,#,14.312,16.312,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,61.33,#,6,-2,#,-2.026563,#,14.1,16.1,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,60.6,#,8,-2,#,-1.975,#,14.289,16.289,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,60.37,#,12,-2,#,-1.963312,#,14.457,16.457,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,62.61,#,0.5,-1,#,-0.97975,#,14.797,15.797,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,62.61,#,2,-1,#,-0.993687,#,15.074,16.074,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,62.22,#,6,-1,#,-0.973563,#,14.902,15.902,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,61.12,#,8,-1,#,-0.967,#,15.029,16.029,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,60.85,#,12,-1,#,-0.952312,#,15.053,16.053,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,63.61,#,0.5,0,#,0.02125,#,15.58,15.58,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,63.73,#,2,0,#,0.006313,#,15.771,15.771,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,63.24,#,6,0,#,0.033437,#,15.627,15.627,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,61.72,#,8,0,#,0.082,#,15.767,15.767,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,61.35,#,12,0,#,0.051688,#,15.653,15.653,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,64.71,#,0.5,1,#,1.03025,#,16.293,15.293,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,64.95,#,2,1,#,1.008313,#,16.394,15.394,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,64.48,#,6,1,#,1.041437,#,16.292,15.292,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,62.23,#,8,1,#,1.1,#,16.398,15.398,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,61.84,#,12,1,#,1.049688,#,16.171,15.171,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,65.68,#,0.5,2,#,2.01325,#,16.885,14.885,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,66.16,#,2,2,#,2.003313,#,16.865,14.865,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,65.56,#,6,2,#,2.040437,#,16.839,14.839,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,62.56,#,8,2,#,2.091,#,16.913,14.913,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,62.44,#,12,2,#,2.039688,#,16.568,14.568,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,66.62,#,0.5,3,#,2.99525,#,17.362,14.362,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,67.26,#,2,3,#,3.015313,#,17.19,14.19,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,66.48,#,6,3,#,3.035437,#,17.21,14.21,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,63.31,#,8,3,#,3.084,#,17.289,14.289,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,63.04,#,12,3,#,3.043688,#,16.859,13.859,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,67.54,#,0.5,4,#,4.00625,#,17.779,13.779,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,68.25,#,2,4,#,4.023313,#,17.408,13.408,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,67.44,#,6,4,#,4.038437,#,17.465,13.465,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,64.53,#,8,4,#,4.086,#,17.562,13.562,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,63.66,#,12,4,#,4.041688,#,17.067,13.067,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,68.23,#,0.5,5,#,5.00225,#,18.123,13.123,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,69.08,#,2,5,#,5.014313,#,17.575,12.575,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,68.24,#,6,5,#,5.050437,#,17.62,12.62,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,65.79,#,8,5,#,5.088,#,17.764,12.764,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,64.4,#,12,5,#,5.033688,#,17.242,12.242,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,68.72,#,0.5,6,#,6.00225,#,18.422,12.422,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,69.75,#,2,6,#,6.007313,#,17.697,11.697,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,68.82,#,6,6,#,6.051437,#,17.72,11.72,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,66.97,#,8,6,#,6.085,#,17.91,11.91,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X37,5,#,#,#,65.28,#,12,6,#,6.032688,#,17.412,11.412,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,58.71,#,0.5,-9,#,-9.04375,#,7.292,16.292,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,58.04,#,2,-9,#,-9.009687,#,7.803,16.803,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,58.16,#,6,-9,#,-9.045563,#,7.603,16.603,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,58.41,#,8,-9,#,-8.988,#,7.904,16.904,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,58.85,#,12,-9,#,-8.967312,#,9.695,18.695,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,58.95,#,0.5,-8,#,-7.98075,#,8.333,16.333,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,58.54,#,2,-8,#,-8.017687,#,8.762,16.762,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,58.6,#,6,-8,#,-8.048563,#,8.592,16.592,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,58.73,#,8,-8,#,-7.987,#,8.901,16.901,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,59.21,#,12,-8,#,-7.973312,#,10.644,18.644,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,59.25,#,0.5,-7,#,-6.98775,#,9.302,16.302,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,58.93,#,2,-7,#,-7.024687,#,9.731,16.731,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,58.94,#,6,-7,#,-7.056563,#,9.569,16.569,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,59,#,8,-7,#,-6.999,#,9.876,16.876,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,59.48,#,12,-7,#,-6.979312,#,11.516,18.516,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,59.62,#,0.5,-6,#,-5.96875,#,10.281,16.281,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,59.37,#,2,-6,#,-6.026687,#,10.696,16.696,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,59.35,#,6,-6,#,-6.059563,#,10.541,16.541,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,59.32,#,8,-6,#,-6.006,#,10.85,16.85,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,59.74,#,12,-6,#,-5.999312,#,12.237,18.237,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,60.1,#,0.5,-5,#,-4.96475,#,11.249,16.249,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,59.86,#,2,-5,#,-5.018687,#,11.669,16.669,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,59.79,#,6,-5,#,-5.061563,#,11.491,16.491,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,59.64,#,8,-5,#,-5.016,#,11.791,16.791,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,59.96,#,12,-5,#,-4.986312,#,12.868,17.868,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,60.65,#,0.5,-4,#,-3.98375,#,12.178,16.178,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,60.47,#,2,-4,#,-4.026687,#,12.59,16.59,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,60.36,#,6,-4,#,-4.017563,#,12.471,16.471,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,60.08,#,8,-4,#,-4.018,#,12.69,16.69,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,60.23,#,12,-4,#,-3.990312,#,13.426,17.426,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,61.34,#,0.5,-3,#,-2.98975,#,13.097,16.097,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,61.2,#,2,-3,#,-3.025687,#,13.475,16.475,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,60.97,#,6,-3,#,-3.040563,#,13.288,16.288,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,60.49,#,8,-3,#,-2.994,#,13.524,16.524,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,60.5,#,12,-3,#,-2.984312,#,13.969,16.969,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,62.12,#,0.5,-2,#,-1.99875,#,13.964,15.964,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,61.99,#,2,-2,#,-2.027687,#,14.289,16.289,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,61.67,#,6,-2,#,-2.040563,#,14.1,16.1,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,60.99,#,8,-2,#,-1.986,#,14.3,16.3,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,60.86,#,12,-2,#,-1.977312,#,14.513,16.513,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,63.03,#,0.5,-1,#,-0.98675,#,14.787,15.787,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,63.01,#,2,-1,#,-1.004687,#,15.064,16.064,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,62.6,#,6,-1,#,-0.983563,#,14.907,15.907,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,61.56,#,8,-1,#,-0.976,#,15.046,16.046,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,61.36,#,12,-1,#,-0.966312,#,15.095,16.095,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,64.1,#,0.5,0,#,0.01125,#,15.576,15.576,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,64.14,#,2,0,#,-0.001687,#,15.768,15.768,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,63.64,#,6,0,#,0.020437,#,15.636,15.636,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,62.17,#,8,0,#,0.066,#,15.776,15.776,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,61.95,#,12,0,#,0.040688,#,15.685,15.685,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,65.26,#,0.5,1,#,1.02225,#,16.311,15.311,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,65.46,#,2,1,#,0.993313,#,16.409,15.409,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,64.86,#,6,1,#,1.032437,#,16.314,15.314,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,62.76,#,8,1,#,1.091,#,16.426,15.426,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,62.48,#,12,1,#,1.039688,#,16.2,15.2,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,66.37,#,0.5,2,#,2.00925,#,16.922,14.922,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,66.8,#,2,2,#,1.989313,#,16.913,14.913,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,66.09,#,6,2,#,2.029437,#,16.876,14.876,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,63.13,#,8,2,#,2.087,#,16.961,14.961,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,63.05,#,12,2,#,2.033688,#,16.61,14.61,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,67.42,#,0.5,3,#,2.99225,#,17.417,14.417,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,67.98,#,2,3,#,3.009313,#,17.271,14.271,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,67,#,6,3,#,3.022437,#,17.272,14.272,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,63.8,#,8,3,#,3.078,#,17.353,14.353,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,63.68,#,12,3,#,3.034688,#,16.911,13.911,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,68.36,#,0.5,4,#,3.99925,#,17.841,13.841,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,69.03,#,2,4,#,4.013313,#,17.504,13.504,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,68,#,6,4,#,4.030437,#,17.55,13.55,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,65.02,#,8,4,#,4.073,#,17.638,13.638,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,64.33,#,12,4,#,4.030688,#,17.13,13.13,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,69.15,#,0.5,5,#,4.99525,#,18.194,13.194,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,69.95,#,2,5,#,5.001313,#,17.675,12.675,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,68.92,#,6,5,#,5.044437,#,17.722,12.722,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,66.31,#,8,5,#,5.08,#,17.857,12.857,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,65.07,#,12,5,#,5.022688,#,17.306,12.306,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,69.66,#,0.5,6,#,5.99425,#,18.502,12.502,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,70.68,#,2,6,#,5.996313,#,17.811,11.811,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,69.58,#,6,6,#,6.043437,#,17.84,11.84,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,67.52,#,8,6,#,6.072,#,18.008,12.008,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X38,5,#,#,#,65.98,#,12,6,#,6.025688,#,17.483,11.483,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,58.37,#,0.5,-9,#,-9.04475,#,7.273,16.273,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,57.76,#,2,-9,#,-9.017687,#,7.712,16.712,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,57.83,#,6,-9,#,-9.055563,#,7.506,16.506,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,58.04,#,8,-9,#,-8.995,#,7.724,16.724,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,58.52,#,12,-9,#,-8.977312,#,9.761,18.761,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,58.64,#,0.5,-8,#,-7.98075,#,8.317,16.317,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,58.26,#,2,-8,#,-8.027687,#,8.683,16.683,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,58.28,#,6,-8,#,-8.056563,#,8.49,16.49,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,58.35,#,8,-8,#,-7.998,#,8.713,16.713,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,58.87,#,12,-8,#,-7.983312,#,10.704,18.704,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,58.9,#,0.5,-7,#,-6.98675,#,9.282,16.282,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,58.64,#,2,-7,#,-7.034687,#,9.65,16.65,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,58.62,#,6,-7,#,-7.066563,#,9.463,16.463,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,58.6,#,8,-7,#,-7.008,#,9.697,16.697,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,59.17,#,12,-7,#,-6.988312,#,11.561,18.561,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,59.27,#,0.5,-6,#,-5.96875,#,10.269,16.269,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,59.05,#,2,-6,#,-6.032687,#,10.61,16.61,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,59.02,#,6,-6,#,-6.069563,#,10.442,16.442,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,58.94,#,8,-6,#,-6.01,#,10.677,16.677,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,59.44,#,12,-6,#,-6.006312,#,12.271,18.271,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,59.73,#,0.5,-5,#,-4.96275,#,11.235,16.235,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,59.56,#,2,-5,#,-5.025687,#,11.579,16.579,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,59.47,#,6,-5,#,-5.069563,#,11.392,16.392,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,59.29,#,8,-5,#,-5.022,#,11.622,16.622,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,59.68,#,12,-5,#,-4.998312,#,12.891,17.891,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,60.29,#,0.5,-4,#,-3.98275,#,12.179,16.179,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,60.17,#,2,-4,#,-4.031687,#,12.511,16.511,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,60.05,#,6,-4,#,-4.027563,#,12.358,16.358,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,59.7,#,8,-4,#,-4.024,#,12.529,16.529,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,59.94,#,12,-4,#,-3.998312,#,13.452,17.452,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,60.97,#,0.5,-3,#,-2.98775,#,13.089,16.089,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,60.87,#,2,-3,#,-3.034687,#,13.393,16.393,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,60.69,#,6,-3,#,-3.047563,#,13.193,16.193,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,60.16,#,8,-3,#,-2.999,#,13.376,16.376,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,60.27,#,12,-3,#,-2.980312,#,13.982,16.982,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,61.77,#,0.5,-2,#,-1.99975,#,13.957,15.957,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,61.69,#,2,-2,#,-2.035687,#,14.215,16.215,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,61.38,#,6,-2,#,-2.044563,#,14.007,16.007,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,60.64,#,8,-2,#,-1.992,#,14.163,16.163,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,60.66,#,12,-2,#,-1.990312,#,14.526,16.526,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,62.7,#,0.5,-1,#,-0.98575,#,14.784,15.784,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,62.75,#,2,-1,#,-1.005687,#,14.995,15.995,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,62.34,#,6,-1,#,-0.995563,#,14.81,15.81,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,61.18,#,8,-1,#,-0.988,#,14.915,15.915,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,61.19,#,12,-1,#,-0.970312,#,15.109,16.109,#,#,#,#,#,#,#,#,#,#,#
693862,POW1,X39,5,#,#,#,63.73,#,0.5,0,#,0.01525,#,15.582,15.582,#,#,#,#,#,#,#,#,#,#,#
