,Freq,Compression Level,Pin_comp,Pout_comp,Linear Gain
968,15,3,-2.08,17.52,22.61
978,15,3,-2.26,17.49,22.76
988,15,3,-2.16,17.47,22.64
998,15,3,-2.18,17.48,22.66
1008,15,3,-2.17,17.48,22.66
1018,15,3,-2.12,17.49,22.61
1028,15,3,-2.27,17.45,22.72
1038,15,3,-2.13,17.51,22.65
1048,15,3,-2.02,17.59,22.61
1058,15,3,-1.78,17.68,22.47
1068,15,3,-1.89,17.57,22.47
1078,15,3,-2.39,17.7,23.09
1088,15,3,-2.39,17.71,23.1
1098,15,3,-2.27,17.75,23.02
1108,15,3,-2.16,17.81,22.98
1118,15,3,-2.08,17.81,22.89
1128,15,3,-2.22,17.71,22.94
1138,15,3,-2.14,17.66,22.81
1148,15,3,-2.29,17.57,22.87
1158,15,3,-2.16,17.55,22.72
1168,15,3,-2.24,17.57,22.81
1178,15,3,-2.19,17.62,22.81
1188,15,3,-2.11,17.57,22.68
1198,15,3,-2.2,17.57,22.77
1208,15,3,-2.12,17.57,22.7
1218,15,3,-2.23,17.56,22.79
1228,15,3,-2.14,17.59,22.73
1238,15,3,-2.04,17.55,22.59
1248,15,3,-2.26,17.53,22.79
1258,15,3,-2.12,17.6,22.72
1268,15,3,-2.17,17.57,22.75
1278,15,3,-2.12,17.64,22.77
1288,15,3,-2.21,17.58,22.79
1298,15,3,-2.17,17.57,22.74
1308,15,3,-2.13,17.55,22.68
1318,15,3,-1.71,17.96,22.67
1328,15,3,-1.61,17.98,22.6
1338,15,3,-1.58,17.92,22.51
1348,15,3,-1.72,17.92,22.64
1358,15,3,-1.88,17.84,22.72
1368,15,3,-1.93,17.8,22.73
1378,15,3,-1.88,17.84,22.73
1388,15,3,-2.09,17.79,22.89
1398,15,3,-1.99,17.79,22.79
1408,15,3,-2.07,17.82,22.9
1418,15,3,-1.87,17.77,22.65
1428,15,3,-1.84,17.79,22.64
1438,15,3,-1.82,17.83,22.65
1448,15,3,-1.9,17.75,22.65
1458,15,3,-2.04,17.77,22.82
1468,15,3,-1.89,17.81,22.7
1478,15,3,-2.07,17.76,22.84
1488,15,3,-1.94,17.71,22.66
1498,15,3,-2.05,17.71,22.77
1508,15,3,-1.97,17.79,22.76
1518,15,3,-1.98,17.73,22.71
1528,15,3,-1.92,17.78,22.7
1538,15,3,-1.83,17.78,22.62
1548,15,3,-2.03,17.73,22.77
1558,15,3,-1.8,17.78,22.59
1568,15,3,-1.83,17.79,22.63
1578,15,3,-1.81,17.71,22.52
1588,15,3,-1.77,17.78,22.55
1598,15,3,-1.36,18.14,22.51
1608,15,3,-1.52,18.01,22.54
1618,15,3,-1.74,18.01,22.75
1628,15,3,-1.6,18.02,22.63
1638,15,3,-1.84,17.9,22.75
1648,15,3,-1.78,17.94,22.72
1658,15,3,-1.94,17.84,22.78
1668,15,3,-1.84,17.82,22.66
1678,15,3,-1.76,17.8,22.56
1688,15,3,-1.86,17.82,22.69
1698,15,3,-1.78,17.84,22.63
1708,15,3,-2.01,17.73,22.74
1718,15,3,-1.93,17.77,22.7
1728,15,3,-2.08,17.71,22.8
1738,15,3,-2.06,17.66,22.72
1748,15,3,-1.98,17.71,22.69
1758,15,3,-1.89,17.79,22.69
1768,15,3,-1.78,17.86,22.64
1778,15,3,-2.0,17.72,22.73
1788,15,3,-1.88,17.73,22.62
1798,15,3,-1.92,17.76,22.68
1808,15,3,-1.85,17.72,22.58
1818,15,3,-2.21,17.52,22.74
1828,15,3,-1.97,17.68,22.65
1838,15,3,-1.82,17.75,22.57
1848,15,3,-1.94,17.75,22.7
1858,15,3,-1.82,17.76,22.59
1868,15,3,-1.93,17.75,22.68
1878,15,3,-1.93,17.75,22.68
1888,15,3,-2.01,17.67,22.68
1898,15,3,-2.02,17.73,22.76
1908,15,3,-1.86,17.76,22.63
1918,15,3,-2.01,17.68,22.7
1928,15,3,-1.82,17.8,22.63
1938,15,3,-1.9,17.78,22.68
1948,15,3,-1.68,17.73,22.42
1958,15,3,-1.48,18.05,22.53
1968,15,3,-1.59,17.95,22.54
1978,15,3,-1.75,17.89,22.64
1988,15,3,-1.58,17.94,22.52
1998,15,3,-1.71,17.88,22.59
2008,15,3,-1.65,17.86,22.52
2018,15,3,-1.74,17.83,22.57
2028,15,3,-1.7,17.75,22.46
2038,15,3,-1.73,17.76,22.49
2048,15,3,-1.63,17.8,22.44
2058,15,3,-1.55,17.81,22.36
2068,15,3,-1.72,17.75,22.47
2078,15,3,-1.69,17.76,22.46
2088,15,3,-1.79,17.74,22.54
2098,15,3,-1.82,17.64,22.46
2108,15,3,-1.81,17.69,22.51
2118,15,3,-1.81,17.69,22.51
2128,15,3,-1.64,17.7,22.34
2138,15,3,-1.68,17.67,22.36
2148,15,3,-1.78,17.68,22.47
2158,15,3,-1.81,17.71,22.52
2168,15,3,-1.85,17.7,22.56
2178,15,3,-1.75,17.71,22.46
2188,15,3,-1.92,17.63,22.55
2198,15,3,-1.78,17.71,22.49
2208,15,3,-1.98,17.63,22.62
2218,15,3,-1.88,17.69,22.57
2228,15,3,-1.97,17.61,22.59
2238,15,3,-2.14,17.54,22.69
2248,15,3,-2.07,17.62,22.7
2258,15,3,-2.12,17.69,22.81
2268,15,3,-1.85,17.85,22.71
2278,15,3,-2.1,17.69,22.79
2288,15,3,-1.83,17.82,22.65
2298,15,3,-1.99,17.8,22.8
2308,15,3,-1.78,17.81,22.59
2318,15,3,-1.64,17.92,22.56
2328,15,3,-1.49,18.1,22.59
2338,15,3,-1.46,18.12,22.58
2348,15,3,-1.46,18.06,22.53
