,Freq,Compression Level,Pin_comp,Pout_comp,Linear Gain,Id
1308,8.0,3,3.43,17.46,17.02,64.027
1318,8.0,3,3.52,17.47,16.95,64.357
1328,8.0,3,3.78,17.77,16.99,65.456
1338,8.0,3,3.66,17.67,17.0,65.358
1348,8.0,3,3.71,17.66,16.95,65.59899999999999
1358,8.0,3,3.4,17.5,17.09,64.446
1368,8.0,3,3.6,17.56,16.96,64.774
1378,8.0,3,3.37,17.39,17.01,64.083
1388,8.0,3,3.85,17.8,16.95,65.625
1398,8.0,3,3.54,17.57,17.03,64.271
1408,8.0,3,3.53,17.51,16.98,64.374
1418,8.0,3,3.43,17.43,17.0,64.217
1428,8.0,3,3.61,17.53,16.91,64.337
1438,8.0,3,3.65,17.61,16.96,64.766
1448,8.0,3,3.61,17.58,16.97,64.693
1458,8.0,3,3.7,17.69,16.98,65.092
1468,8.0,3,3.71,17.67,16.96,65.005
1478,8.0,3,3.72,17.66,16.93,64.861
1488,8.0,3,3.68,17.63,16.95,65.014
1498,8.0,3,3.7,17.64,16.93,64.763
1508,8.0,3,3.73,17.64,16.9,64.987
1518,8.0,3,3.54,17.46,16.92,64.434
1528,8.0,3,3.44,17.34,16.89,63.332
1538,8.0,3,3.62,17.53,16.9,64.561
1548,8.0,3,3.59,17.56,16.97,64.612
1558,8.0,3,3.63,17.62,16.98,64.97
1568,8.0,3,3.57,17.54,16.97,64.79
1578,8.0,3,3.47,17.47,16.99,64.844
1588,8.0,3,3.52,17.59,17.07,64.528
1598,8.0,3,3.49,17.61,17.11,64.735
1608,8.0,3,3.58,17.66,17.08,64.96300000000001
1618,8.0,3,3.65,17.75,17.1,65.392
1628,8.0,3,3.58,17.72,17.14,65.041
1638,8.0,3,3.98,17.93,16.94,65.806
1648,8.0,3,3.8,17.8,16.99,65.528
1658,8.0,3,3.39,17.51,17.12,64.627
1668,8.0,3,3.62,17.66,17.04,65.312
1678,8.0,3,3.3,17.45,17.14,64.027
1688,8.0,3,3.55,17.53,16.98,64.893
1698,8.0,3,3.52,17.58,17.05,64.694
1708,8.0,3,3.61,17.67,17.05,64.889
1718,8.0,3,3.63,17.64,17.01,65.175
1728,8.0,3,3.55,17.56,17.0,64.774
1738,8.0,3,3.57,17.55,16.97,64.545
1748,8.0,3,3.56,17.47,16.91,64.569
1758,8.0,3,3.65,17.47,16.81,64.296
1768,8.0,3,3.64,17.39,16.74,63.791000000000004
1778,8.0,3,3.45,17.39,16.94,64.194
1788,8.0,3,3.43,17.38,16.94,64.015
1798,8.0,3,3.46,17.41,16.95,63.872
1808,8.0,3,3.62,17.53,16.9,64.566
1818,8.0,3,3.84,17.56,16.72,64.609
1828,8.0,3,3.9,17.59,16.69,64.819
1838,8.0,3,3.57,17.5,16.92,64.285
1848,8.0,3,3.57,17.52,16.94,64.457
1858,8.0,3,3.47,17.37,16.9,64.307
1868,8.0,3,3.6,17.52,16.91,64.723
1878,8.0,3,3.51,17.53,17.01,64.559
1888,8.0,3,3.48,17.34,16.85,64.077
1898,8.0,3,3.56,17.53,16.97,65.227
1908,8.0,3,3.68,17.76,17.08,65.561
1918,8.0,3,3.58,17.73,17.15,65.415
1928,8.0,3,3.64,17.77,17.12,65.314
1938,8.0,3,3.61,17.81,17.2,65.535
1948,8.0,3,3.53,17.69,17.16,65.286
1958,8.0,3,4.01,18.03,17.02,66.069
1968,8.0,3,3.76,17.74,16.98,65.87899999999999
1978,8.0,3,3.83,17.87,17.04,66.041
