,Freq,Compression Level,Pin_comp,Pout_comp,Linear Gain,Id
1579,12.0,3,-0.01,15.62,18.64,62.157
1589,12.0,3,-0.15,15.71,18.86,61.9
1599,12.0,3,-0.29,15.65,18.95,62.22
1609,12.0,3,-0.08,15.78,18.87,62.316
1619,12.0,3,-0.18,15.71,18.89,62.891999999999996
1629,12.0,3,-0.18,15.73,18.91,62.224
1639,12.0,3,0.13,15.7,18.57,62.50899999999999
1649,12.0,3,0.26,15.9,18.64,62.748999999999995
1659,12.0,3,-0.2,15.51,18.72,62.757
1669,12.0,3,-0.16,15.46,18.62,62.497
1679,12.0,3,0.51,15.98,18.46,63.277
1689,12.0,3,-0.19,15.49,18.69,61.989
1699,12.0,3,0.53,15.94,18.41,62.3
1709,12.0,3,-0.07,15.62,18.69,62.155
1719,12.0,3,0.08,15.75,18.66,62.45
1729,12.0,3,-0.17,15.54,18.72,62.077
1739,12.0,3,-0.15,15.55,18.71,61.678999999999995
1749,12.0,3,-0.09,15.53,18.63,62.023
1759,12.0,3,-0.49,15.38,18.88,61.678000000000004
1769,12.0,3,-0.47,15.31,18.78,61.075
1779,12.0,3,-0.32,15.38,18.7,61.592
1789,12.0,3,-0.29,15.45,18.75,61.525
1799,12.0,3,-0.25,15.5,18.75,61.225
1809,12.0,3,-0.02,15.67,18.69,61.935
1819,12.0,3,-0.17,15.58,18.76,61.733999999999995
1829,12.0,3,-0.14,15.62,18.76,61.917
1839,12.0,3,-0.02,15.65,18.68,61.674
1849,12.0,3,-0.03,15.69,18.72,61.93899999999999
1859,12.0,3,0.93,16.03,18.1,62.223
1869,12.0,3,0.02,15.67,18.64,62.192
1879,12.0,3,-0.11,15.66,18.78,62.137
1889,12.0,3,-0.12,15.54,18.67,61.452
1899,12.0,3,0.41,15.97,18.56,62.545
1909,12.0,3,0.03,15.9,18.86,62.783
1919,12.0,3,-0.15,15.84,18.99,62.842
1929,12.0,3,0.0,15.92,18.91,62.63399999999999
1939,12.0,3,-0.1,15.92,19.02,62.943000000000005
1949,12.0,3,-0.14,15.76,18.9,62.431000000000004
1959,12.0,3,0.01,15.71,18.7,62.637
1969,12.0,3,-0.12,15.57,18.7,62.54
1979,12.0,3,0.05,15.8,18.74,62.67
